# x psi_r psi_i psi2 
 0.000000e+00  4.160082e-03  1.546196e-03 1.969700e-05
 1.001001e-03  2.669718e-03  3.260487e-03 1.775817e-05
 2.002002e-03  9.655457e-04  4.557080e-03 2.169926e-05
 3.003003e-03 -7.428584e-04  5.342707e-03 2.909635e-05
 4.004004e-03 -2.255896e-03  5.579317e-03 3.621784e-05
 5.005005e-03 -3.405921e-03  5.283294e-03 3.951350e-05
 6.006006e-03 -4.074787e-03  4.519378e-03 3.702867e-05
 7.007007e-03 -4.205184e-03  3.390515e-03 2.917917e-05
 8.008008e-03 -3.804798e-03  2.024877e-03 1.857661e-05
 9.009009e-03 -2.943051e-03  5.617504e-04 8.977112e-06
 1.001001e-02 -1.741074e-03 -8.623300e-04 3.774953e-06
 1.101101e-02 -3.562049e-04 -2.125719e-03 4.645563e-06
 1.201201e-02  1.037087e-03 -3.131194e-03 1.087993e-05
 1.301301e-02  2.267667e-03 -3.812092e-03 1.967436e-05
 1.401401e-02  3.187283e-03 -4.134998e-03 2.725698e-05
 1.501502e-02  3.687098e-03 -4.099000e-03 3.039649e-05
 1.601602e-02  3.709436e-03 -3.732192e-03 2.768917e-05
 1.701702e-02  3.253604e-03 -3.086006e-03 2.010937e-05
 1.801802e-02  2.375234e-03 -2.228401e-03 1.060751e-05
 1.901902e-02  1.179395e-03 -1.236607e-03 2.920171e-06
 2.002002e-02 -1.917179e-04 -1.903631e-04 7.299387e-08
 2.102102e-02 -1.575039e-03  8.339593e-04 3.176235e-06
 2.202202e-02 -2.805064e-03  1.767806e-03 1.099352e-05
 2.302302e-02 -3.732411e-03  2.553538e-03 2.045145e-05
 2.402402e-02 -4.240545e-03  3.146103e-03 2.788019e-05
 2.502503e-02 -4.258868e-03  3.513711e-03 3.048412e-05
 2.602603e-02 -3.770854e-03  3.637711e-03 2.745229e-05
 2.702703e-02 -2.816361e-03  3.512185e-03 2.026733e-05
 2.802803e-02 -1.487943e-03  3.143402e-03 1.209495e-05
 2.902903e-02  7.845340e-05  2.549484e-03 6.506021e-06
 3.003003e-02  1.717408e-03  1.760145e-03 6.047601e-06
 3.103103e-02  3.251144e-03  8.165567e-04 1.123670e-05
 3.203203e-02  4.508061e-03 -2.290894e-04 2.037510e-05
 3.303303e-02  5.340833e-03 -1.314466e-03 3.025231e-05
 3.403403e-02  5.642208e-03 -2.368948e-03 3.744642e-05
 3.503504e-02  5.356961e-03 -3.316507e-03 3.969626e-05
 3.603604e-02  4.488746e-03 -4.079950e-03 3.679484e-05
 3.703704e-02  3.101181e-03 -4.586275e-03 3.065125e-05
