# x psi_r psi_i psi2 
 0.000000e+00 -9.812769e-05  1.837055e-05 9.966520e-09
 1.001001e-03 -1.039642e-04 -2.862840e-06 1.081674e-08
 2.002002e-03 -9.226849e-05 -1.823537e-05 8.846004e-09
 3.003003e-03 -6.593477e-05 -2.550655e-05 4.997978e-09
 4.004004e-03 -2.993122e-05 -2.458708e-05 1.500402e-09
 5.005005e-03  9.590474e-06 -1.732820e-05 3.922437e-10
 6.006006e-03  4.626831e-05 -6.931495e-06 2.188802e-09
 7.007007e-03  7.447292e-05  2.912913e-06 5.554700e-09
 8.008008e-03  9.006666e-05  8.930685e-06 8.191760e-09
 9.009009e-03  9.092472e-05  9.055523e-06 8.349307e-09
 1.001001e-02  7.714145e-05  2.909272e-06 5.959268e-09
 1.101101e-02  5.094951e-05 -8.088428e-06 2.661276e-09
 1.201201e-02  1.635074e-05 -2.103743e-05 7.099201e-10
 1.301301e-02 -2.145154e-05 -3.219715e-05 1.496825e-09
 1.401401e-02 -5.677473e-05 -3.785494e-05 4.656367e-09
 1.501502e-02 -8.421651e-05 -3.520741e-05 8.331983e-09
 1.601602e-02 -9.939612e-05 -2.310843e-05 1.041359e-08
 1.701702e-02 -9.956269e-05 -2.486223e-06 9.918911e-09
 1.801802e-02 -8.402992e-05  2.363369e-05 7.619579e-09
 1.901902e-02 -5.434858e-05  5.056319e-05 5.510404e-09
 2.002002e-02 -1.421426e-05  7.274614e-05 5.494046e-09
 2.102102e-02  3.092835e-05  8.481724e-05 8.150527e-09
 2.202202e-02  7.452761e-05  8.269894e-05 1.239348e-08
 2.302302e-02  1.097850e-04  6.456675e-05 1.622161e-08
 2.402402e-02  1.306083e-04  3.145177e-05 1.804775e-08
 2.502503e-02  1.325698e-04 -1.262203e-05 1.773407e-08
 2.602603e-02  1.137027e-04 -6.106641e-05 1.665742e-08
 2.702703e-02  7.503684e-05 -1.056525e-04 1.679298e-08
 2.802803e-02  2.073011e-05 -1.378419e-04 1.943014e-08
 2.902903e-02 -4.223770e-05 -1.502832e-04 2.436907e-08
 3.003003e-02 -1.048488e-04 -1.382610e-04 3.010938e-08
 3.103103e-02 -1.572135e-04 -1.008019e-04 3.487712e-08
 3.203203e-02 -1.900181e-04 -4.125335e-05 3.780870e-08
 3.303303e-02 -1.960283e-04  3.284766e-05 3.950607e-08
 3.403403e-02 -1.714553e-04  1.106184e-04 4.163334e-08
 3.503504e-02 -1.169167e-04  1.793436e-04 4.583366e-08
 3.603604e-02 -3.782911e-05  2.264254e-04 5.269952e-08
 3.703704e-02  5.593043e-05  2.415193e-04 6.145977e-08
 3.803804e-02  1.510900e-04  2.184808e-04 7.056205e-08
 3.903904e-02  2.327207e-04  1.568225e-04 7.875222e-08
 4.004004e-02  2.864115e-04  6.235870e-05 8.592016e-08
 4.104104e-02  3.006161e-04 -5.310163e-05 9.318982e-08
 4.204204e-02  2.687814e-04 -1.730871e-04 1.022026e-07
 4.304304e-02  1.909289e-04 -2.786608e-04 1.141057e-07
 4.404404e-02  7.434462e-05 -3.512435e-04 1.288991e-07
 4.504505e-02 -6.679241e-05 -3.756283e-04 1.455579e-07
 4.604605e-02 -2.129288e-04 -3.427603e-04 1.628233e-07
 4.704705e-02 -3.416461e-04 -2.517786e-04 1.801146e-07
 4.804805e-02 -4.308970e-04 -1.109697e-04 1.979865e-07
 4.904905e-02 -4.624977e-04  6.265788e-05 2.178301e-07
 5.005005e-02 -4.253831e-04  2.451940e-04 2.410709e-07
 5.105105e-02 -3.180568e-04  4.089231e-04 2.683782e-07
 5.205205e-02 -1.498032e-04  5.262862e-04 2.994182e-07
 5.305305e-02  5.967894e-05  5.742081e-04 3.332765e-07
 5.405405e-02  2.822858e-04  5.381089e-04 3.692465e-07
 5.505506e-02  4.850346e-04  4.149900e-04 4.074753e-07
 5.605606e-02  6.346705e-04  2.149940e-04 4.490291e-07
 5.705706e-02  7.027730e-04 -3.889854e-05 4.954030e-07
 5.805806e-02  6.705874e-04 -3.131926e-04 5.477771e-07
 5.905906e-02  5.328422e-04 -5.680074e-04 6.065533e-07
 6.006006e-02  2.998425e-04 -7.625752e-04 6.714265e-07
 6.106106e-02 -2.606493e-06 -8.613548e-04 7.419389e-07
 6.206206e-02 -3.356604e-04 -8.399213e-04 8.181357e-07
 6.306306e-02 -6.520870e-04 -6.896816e-04 9.008782e-07
 6.406406e-02 -9.026266e-04 -4.206392e-04 9.916721e-07
 6.506507e-02 -1.043217e-03 -6.158448e-05 1.092094e-06
 6.606607e-02 -1.042099e-03  3.424998e-04 1.203277e-06
 6.706707e-02 -8.856935e-04  7.357051e-04 1.325715e-06
 6.806807e-02 -5.822873e-04  1.058537e-03 1.459559e-06
 6.906907e-02 -1.627718e-04  1.256445e-03 1.605149e-06
 7.007007e-02  3.219055e-04  1.288340e-03 1.763442e-06
 7.107107e-02  8.064984e-04  1.133864e-03 1.936086e-06
 7.207207e-02  1.219810e-03  7.982124e-04 2.125079e-06
 7.307307e-02  1.494645e-03  3.136177e-04 2.332318e-06
 7.407407e-02  1.578001e-03 -2.630255e-04 2.559269e-06
 7.507508e-02  1.440053e-03 -8.563209e-04 2.807037e-06
 7.607608e-02  1.080485e-03 -1.381761e-03 3.076711e-06
 7.707708e-02  5.310707e-04 -1.757201e-03 3.369791e-06
 7.807808e-02 -1.462080e-04 -1.914949e-03 3.688408e-06
 7.907908e-02 -8.655474e-04 -1.812739e-03 4.035196e-06
 8.008008e-02 -1.527675e-03 -1.441943e-03 4.412991e-06
 8.108108e-02 -2.032954e-03 -8.315980e-04 4.824456e-06
 8.208208e-02 -2.295601e-03 -4.737757e-05 5.272029e-06
 8.308308e-02 -2.257036e-03  8.147631e-04 5.758052e-06
 8.408408e-02 -1.896422e-03  1.639734e-03 6.285145e-06
 8.508509e-02 -1.236658e-03  2.308058e-03 6.856453e-06
 8.608609e-02 -3.446615e-04  2.712362e-03 7.475700e-06
 8.708709e-02  6.745386e-04  2.773449e-03 8.147022e-06
 8.808809e-02  1.689509e-03  2.453614e-03 8.874661e-06
 8.908909e-02  2.558709e-03  1.765178e-03 9.662849e-06
 9.009009e-02  3.149407e-03  7.726634e-04 1.051577e-05
