# x psi_r psi_i psi2 
 0.000000e+00  8.180419e-01  6.108076e-01 1.042278e+00
 1.001001e-03  8.455357e-01  5.074410e-01 9.724269e-01
 2.002002e-03  8.300793e-01  3.734218e-01 8.284755e-01
 3.003003e-03  7.676295e-01  2.176675e-01 6.366343e-01
 4.004004e-03  6.565723e-01  5.080052e-02 4.336679e-01
 5.005005e-03  4.982621e-01 -1.155677e-01 2.616210e-01
 6.006006e-03  2.973952e-01 -2.696675e-01 1.611644e-01
 7.007007e-03  6.215448e-02 -4.004544e-01 1.642269e-01
 8.008008e-03 -1.959238e-01 -4.984737e-01 2.868622e-01
 9.009009e-03 -4.623886e-01 -5.566313e-01 5.236417e-01
 1.001001e-02 -7.206175e-01 -5.708022e-01 8.451048e-01
 1.101101e-02 -9.528374e-01 -5.402177e-01 1.199734e+00
 1.201201e-02 -1.141362e+00 -4.675910e-01 1.521348e+00
 1.301301e-02 -1.269959e+00 -3.589617e-01 1.741648e+00
 1.401401e-02 -1.325243e+00 -2.232637e-01 1.806116e+00
 1.501502e-02 -1.297973e+00 -7.164720e-02 1.689867e+00
 1.601602e-02 -1.184125e+00  8.339453e-02 1.409106e+00
 1.701702e-02 -9.856409e-01  2.290234e-01 1.023940e+00
 1.801802e-02 -7.107501e-01  3.530976e-01 6.298435e-01
 1.901902e-02 -3.738043e-01  4.451688e-01 3.379049e-01
 2.002002e-02  5.393075e-03  4.973516e-01 2.473877e-01
 2.102102e-02  4.027464e-01  5.049914e-01 4.172209e-01
 2.202202e-02  7.914490e-01  4.670721e-01 8.445478e-01
 2.302302e-02  1.143880e+00  3.863305e-01 1.457713e+00
 2.402402e-02  1.433678e+00  2.690648e-01 2.127829e+00
 2.502503e-02  1.637823e+00  1.246519e-01 2.698002e+00
 2.602603e-02  1.738560e+00 -3.518639e-02 3.023830e+00
 2.702703e-02  1.724994e+00 -1.973109e-01 3.014537e+00
 2.802803e-02  1.594204e+00 -3.482097e-01 2.662736e+00
 2.902903e-02  1.351770e+00 -4.750772e-01 2.052981e+00
 3.003003e-02  1.011647e+00 -5.668413e-01 1.344738e+00
 3.103103e-02  5.953594e-01 -6.150585e-01 7.327498e-01
 3.203203e-02  1.305836e-01 -6.146053e-01 3.947918e-01
 3.303303e-02 -3.508120e-01 -5.641150e-01 4.412947e-01
 3.403403e-02 -8.150998e-01 -4.661251e-01 8.816604e-01
 3.503504e-02 -1.229231e+00 -3.269263e-01 1.617889e+00
 3.603604e-02 -1.563366e+00 -1.561240e-01 2.468487e+00
 3.703704e-02 -1.793201e+00  3.405243e-02 3.216728e+00
 3.803804e-02 -1.901883e+00  2.296424e-01 3.669895e+00
 3.903904e-02 -1.881366e+00  4.159807e-01 3.712578e+00
 4.004004e-02 -1.733075e+00  5.787839e-01 3.338539e+00
 4.104104e-02 -1.467832e+00  7.052166e-01 2.651863e+00
 4.204204e-02 -1.105040e+00  7.848607e-01 1.837121e+00
 4.304304e-02 -6.711813e-01  8.105178e-01 1.107423e+00
 4.404404e-02 -1.977630e-01  7.787861e-01 6.456179e-01
 4.504505e-02  2.811250e-01  6.903707e-01 5.556430e-01
 4.604605e-02  7.314445e-01  5.501027e-01 8.376240e-01
 4.704705e-02  1.121813e+00  3.666632e-01 1.392907e+00
 4.804805e-02  1.425868e+00  1.520301e-01 2.056212e+00
 4.904905e-02  1.624197e+00 -7.931920e-02 2.644308e+00
 5.005005e-02  1.705689e+00 -3.113932e-01 3.006339e+00
 5.105105e-02  1.668193e+00 -5.277971e-01 3.061436e+00
 5.205205e-02  1.518456e+00 -7.128909e-01 2.813923e+00
 5.305305e-02  1.271352e+00 -8.529155e-01 2.343800e+00
 5.405405e-02  9.484757e-01 -9.370078e-01 1.777590e+00
 5.505506e-02  5.762521e-01 -9.580306e-01 1.249889e+00
