# x psi_r psi_i psi2 
 0.000000e+00 -6.221456e-01 -4.911269e-01 6.282707e-01
 1.001001e-03 -6.933013e-01 -3.849175e-01 6.288282e-01
 2.002002e-03 -7.340975e-01 -2.474985e-01 6.001547e-01
 3.003003e-03 -7.362967e-01 -8.819975e-02 5.499120e-01
 4.004004e-03 -6.933025e-01  8.125066e-02 4.872700e-01
 5.005005e-03 -6.011150e-01  2.476079e-01 4.226489e-01
 6.006006e-03 -4.591646e-01  3.972010e-01 3.686008e-01
 7.007007e-03 -2.709170e-01  5.171355e-01 3.408251e-01
 8.008008e-03 -4.416032e-02  5.964934e-01 3.577545e-01
 9.009009e-03  2.090966e-01  6.274124e-01 4.373677e-01
 1.001001e-02  4.731452e-01  6.059306e-01 5.910182e-01
 1.101101e-02  7.295141e-01  5.325025e-01 8.157498e-01
 1.201201e-02  9.582701e-01  4.121259e-01 1.088129e+00
 1.301301e-02  1.139595e+00  2.540482e-01 1.363216e+00
 1.401401e-02  1.255509e+00  7.107209e-02 1.581354e+00
 1.501502e-02  1.291599e+00 -1.214889e-01 1.682987e+00
 1.601602e-02  1.238572e+00 -3.071120e-01 1.628378e+00
 1.701702e-02  1.093493e+00 -4.695074e-01 1.416164e+00
 1.801802e-02  8.605539e-01 -5.940684e-01 1.093470e+00
 1.901902e-02  5.512736e-01 -6.691947e-01 7.517242e-01
 2.002002e-02  1.840667e-01 -6.873639e-01 5.063497e-01
 2.102102e-02 -2.168196e-01 -6.458513e-01 4.641346e-01
 2.202202e-02 -6.229477e-01 -5.470291e-01 6.873047e-01
 2.302302e-02 -1.003797e+00 -3.982181e-01 1.166187e+00
 2.402402e-02 -1.329177e+00 -2.111021e-01 1.811276e+00
 2.502503e-02 -1.571742e+00 -7.615300e-04 2.470372e+00
 2.602603e-02 -1.709395e+00  2.155891e-01 2.968510e+00
 2.702703e-02 -1.727363e+00  4.200454e-01 3.160222e+00
 2.802803e-02 -1.619734e+00  5.955113e-01 2.978173e+00
 2.902903e-02 -1.390311e+00  7.271221e-01 2.461670e+00
 3.003003e-02 -1.052666e+00  8.034705e-01 1.753671e+00
 3.103103e-02 -6.293777e-01  8.175358e-01 1.064481e+00
 3.203203e-02 -1.504638e-01  7.672428e-01 6.113009e-01
 3.303303e-02  3.488566e-01  6.556127e-01 5.515289e-01
 3.403403e-02  8.309096e-01  4.905010e-01 9.310020e-01
 3.503504e-02  1.258594e+00  2.839548e-01 1.664689e+00
 3.603604e-02  1.598430e+00  5.125099e-02 2.557606e+00
 3.703704e-02  1.823371e+00 -1.903021e-01 3.360897e+00
 3.803804e-02  1.915120e+00 -4.226969e-01 3.846356e+00
 3.903904e-02  1.865746e+00 -6.285872e-01 3.876131e+00
 4.004004e-02  1.678454e+00 -7.925744e-01 3.445382e+00
 4.104104e-02  1.367410e+00 -9.023229e-01 2.683996e+00
 4.204204e-02  9.566511e-01 -9.494309e-01 1.816600e+00
 4.304304e-02  4.781469e-01 -9.299997e-01 1.093524e+00
 4.404404e-02 -3.081690e-02 -8.448715e-01 7.147575e-01
 4.504505e-02 -5.307108e-01 -6.995291e-01 7.709948e-01
 4.604605e-02 -9.830227e-01 -5.036753e-01 1.220022e+00
 4.704705e-02 -1.353426e+00 -2.705302e-01 1.904949e+00
 4.804805e-02 -1.614579e+00 -1.590112e-02 2.607117e+00
 4.904905e-02 -1.748308e+00  2.429074e-01 3.115584e+00
 5.005005e-02 -1.746998e+00  4.882689e-01 3.290407e+00
 5.105105e-02 -1.614062e+00  7.034180e-01 3.099992e+00
 5.205205e-02 -1.363467e+00  8.735674e-01 2.622164e+00
 5.305305e-02 -1.018369e+00  9.868874e-01 2.011022e+00
 5.405405e-02 -6.089741e-01  1.035291e+00 1.442677e+00
 5.505506e-02 -1.698532e-01  1.014976e+00 1.059026e+00
 5.605606e-02  2.630732e-01  9.266924e-01 9.279664e-01
 5.705706e-02  6.555891e-01  7.757180e-01 1.031536e+00
 5.805806e-02  9.780141e-01  5.715430e-01 1.283173e+00
 5.905906e-02  1.207564e+00  3.272816e-01 1.565325e+00
 6.006006e-02  1.330047e+00  5.884329e-02 1.772488e+00
 6.106106e-02  1.340760e+00 -2.160861e-01 1.844330e+00
 6.206206e-02  1.244528e+00 -4.791936e-01 1.778477e+00
 6.306306e-02  1.054920e+00 -7.127470e-01 1.620865e+00
 6.406406e-02  7.927178e-01 -9.007841e-01 1.439813e+00
 6.506507e-02  4.838214e-01 -1.030206e+00 1.295408e+00
 6.606607e-02  1.567832e-01 -1.091701e+00 1.216393e+00
 6.706707e-02 -1.597877e-01 -1.080429e+00 1.192859e+00
 6.806807e-02 -4.397162e-01 -9.964186e-01 1.186200e+00
 6.906907e-02 -6.614255e-01 -8.446398e-01 1.150900e+00
 7.007007e-02 -8.095973e-01 -6.347396e-01 1.058342e+00
 7.107107e-02 -8.761970e-01 -3.804469e-01 9.124611e-01
 7.207207e-02 -8.608035e-01 -9.868452e-02 7.507213e-01
 7.307307e-02 -7.702424e-01  1.915612e-01 6.299690e-01
 7.407407e-02 -6.175917e-01  4.705352e-01 6.028228e-01
 7.507508e-02 -4.206778e-01  7.190849e-01 6.940530e-01
 7.607608e-02 -2.002246e-01  9.200122e-01 8.865123e-01
 7.707708e-02  2.216129e-02  1.059304e+00 1.122615e+00
 7.807808e-02  2.259764e-01  1.127151e+00 1.321534e+00
 7.907908e-02  3.936021e-01  1.118677e+00 1.406360e+00
 8.008008e-02  5.117292e-01  1.034317e+00 1.331679e+00
 8.108108e-02  5.723190e-01  8.798133e-01 1.101620e+00
 8.208208e-02  5.730374e-01  6.658209e-01 7.716894e-01
 8.308308e-02  5.171523e-01  4.071558e-01 4.332223e-01
 8.408408e-02  4.129339e-01  1.217303e-01 1.853327e-01
 8.508509e-02  2.726397e-01 -1.707402e-01 1.034846e-01
 8.608609e-02  1.111969e-01 -4.501639e-01 2.150123e-01
 8.708709e-02 -5.528103e-02 -6.975241e-01 4.895959e-01
 8.808809e-02 -2.110046e-01 -8.962432e-01 8.477748e-01
