# x psi_r psi_i psi2 
 0.000000e+00  3.135372e-04 -2.719988e-03 7.496643e-06
 1.001001e-03  1.492154e-03 -2.840768e-03 1.029648e-05
 2.002002e-03  2.376158e-03 -2.615615e-03 1.248757e-05
 3.003003e-03  2.851274e-03 -2.107803e-03 1.257259e-05
 4.004004e-03  2.868056e-03 -1.407219e-03 1.020601e-05
 5.005005e-03  2.445917e-03 -6.158029e-04 6.361725e-06
 6.006006e-03  1.667285e-03  1.666265e-04 2.807603e-06
 7.007007e-03  6.631737e-04  8.543002e-04 1.169628e-06
 8.008008e-03 -4.074925e-04  1.383821e-03 2.081010e-06
 9.009009e-03 -1.381662e-03  1.718287e-03 4.861500e-06
 1.001001e-02 -2.115649e-03  1.847270e-03 7.888378e-06
 1.101101e-02 -2.505070e-03  1.783371e-03 9.455784e-06
 1.201201e-02 -2.498624e-03  1.556428e-03 8.665589e-06
 1.301301e-02 -2.103999e-03  1.206733e-03 5.883016e-06
 1.401401e-02 -1.385363e-03  7.784568e-04 2.525226e-06
 1.501502e-02 -4.530269e-04  3.143238e-04 3.040328e-07
 1.601602e-02  5.530595e-04 -1.479099e-04 3.277521e-07
 1.701702e-02  1.483579e-03 -5.769957e-04 2.533930e-06
 1.801802e-02  2.201004e-03 -9.480760e-04 5.743265e-06
 1.901902e-02  2.598772e-03 -1.241480e-03 8.294889e-06
 2.002002e-02  2.615905e-03 -1.441234e-03 8.920115e-06
 2.102102e-02  2.245219e-03 -1.533984e-03 7.394115e-06
 2.202202e-02  1.534118e-03 -1.508929e-03 4.630386e-06
 2.302302e-02  5.780139e-04 -1.358963e-03 2.180882e-06
 2.402402e-02 -4.926746e-04 -1.082927e-03 1.415458e-06
 2.502503e-02 -1.530113e-03 -6.884595e-04 2.815223e-06
 2.602603e-02 -2.388909e-03 -1.947522e-04 5.744814e-06
 2.702703e-02 -2.945591e-03  3.656979e-04 8.810243e-06
 2.802803e-02 -3.115230e-03  9.470672e-04 1.060160e-05
 2.902903e-02 -2.863046e-03  1.492509e-03 1.042462e-05
 3.003003e-02 -2.209581e-03  1.938912e-03 8.641630e-06
 3.103103e-02 -1.228777e-03  2.223858e-03 6.455436e-06
 3.203203e-02 -3.924147e-05  2.294002e-03 5.263983e-06
 3.303303e-02  1.210223e-03  2.113786e-03 5.932731e-06
 3.403403e-02  2.359013e-03  1.673105e-03 8.364221e-06
 3.503504e-02  3.254796e-03  9.925980e-04 1.157895e-05
 3.603604e-02  3.772806e-03  1.253674e-04 1.424978e-05
 3.703704e-02  3.832010e-03 -8.455804e-04 1.539930e-05
 3.803804e-02  3.406164e-03 -1.814389e-03 1.489396e-05
 3.903904e-02  2.528424e-03 -2.663385e-03 1.348655e-05
 4.004004e-02  1.288839e-03 -3.277019e-03 1.239996e-05
 4.104104e-02 -1.749873e-04 -3.557023e-03 1.268303e-05
 4.204204e-02 -1.693128e-03 -3.436865e-03 1.467872e-05
 4.304304e-02 -3.082707e-03 -2.893414e-03 1.787492e-05
 4.404404e-02 -4.169281e-03 -1.954016e-03 2.120108e-05
 4.504505e-02 -4.807755e-03 -6.976181e-04 2.360118e-05
 4.604605e-02 -4.900462e-03  7.506752e-04 2.457804e-05
 4.704705e-02 -4.410234e-03  2.231447e-03 2.442952e-05
 4.804805e-02 -3.366911e-03  3.568113e-03 2.406753e-05
 4.904905e-02 -1.866354e-03  4.587565e-03 2.452903e-05
 5.005005e-02 -6.189275e-05  5.141876e-03 2.644272e-05
 5.105105e-02  1.851050e-03  5.128408e-03 2.972695e-05
 5.205205e-02  3.655623e-03  4.505637e-03 3.366435e-05
 5.305305e-02  5.137384e-03  3.302489e-03 3.729914e-05
 5.405405e-02  6.108737e-03  1.619587e-03 3.993973e-05
 5.505506e-02  6.431314e-03 -3.781538e-04 4.150481e-05
 5.605606e-02  6.033718e-03 -2.477220e-03 4.254237e-05
 5.705706e-02  4.922540e-03 -4.437951e-03 4.392681e-05
 5.805806e-02  3.185160e-03 -6.021442e-03 4.640301e-05
 5.905906e-02  9.837255e-04 -7.017830e-03 5.021765e-05
 6.006006e-02 -1.459398e-03 -7.272695e-03 5.502193e-05
 6.106106e-02 -3.883443e-03 -6.708311e-03 6.008256e-05
 6.206206e-02 -6.016258e-03 -5.337033e-03 6.467928e-05
 6.306306e-02 -7.603793e-03 -3.264848e-03 6.847690e-05
 6.406406e-02 -8.438956e-03 -6.842901e-04 7.168423e-05
 6.506507e-02 -8.386671e-03  2.142988e-03 7.492864e-05
 6.606607e-02 -7.402271e-03  4.912358e-03 7.892487e-05
 6.706707e-02 -5.540911e-03  7.308516e-03 8.411610e-05
 6.806807e-02 -2.956613e-03  9.040464e-03 9.047154e-05
 6.906907e-02  1.094632e-04  9.875391e-03 9.753533e-05
 7.007007e-02  3.350704e-03  9.667562e-03 1.046890e-04
 7.107107e-02  6.424850e-03  8.378828e-03 1.114835e-04
 7.207207e-02  8.989064e-03  6.088148e-03 1.178688e-04
 7.307307e-02  1.073678e-02  2.988649e-03 1.242104e-04
 7.407407e-02  1.143244e-02 -6.279301e-04 1.310949e-04
 7.507508e-02  1.094037e-02 -4.398184e-03 1.390356e-04
 7.607608e-02  9.244377e-03 -7.922922e-03 1.482312e-04
 7.707708e-02  6.455683e-03 -1.080842e-02 1.584979e-04
 7.807808e-02  2.807657e-03 -1.270890e-02 1.693990e-04
 7.907908e-02 -1.362527e-03 -1.336562e-02 1.804964e-04
 8.008008e-02 -5.644107e-03 -1.263858e-02 1.915897e-04
 8.108108e-02 -9.592109e-03 -1.052688e-02 2.028237e-04
 8.208208e-02 -1.277223e-02 -7.175481e-03 2.146174e-04
 8.308308e-02 -1.480675e-02 -2.866982e-03 2.274593e-04
 8.408408e-02 -1.541677e-02  2.001288e-03 2.416821e-04
 8.508509e-02 -1.445629e-02  6.953024e-03 2.573288e-04
 8.608609e-02 -1.193405e-02  1.147839e-02 2.741749e-04
 8.708709e-02 -8.020618e-03  1.508492e-02 2.918852e-04
 8.808809e-02 -3.039136e-03  1.734885e-02 3.102190e-04
 8.908909e-02  2.560018e-03  1.796176e-02 3.291784e-04
 9.009009e-02  8.238704e-03  1.676757e-02 3.490277e-04
 9.109109e-02  1.342133e-02  1.378588e-02 3.701826e-04
 9.209209e-02  1.755135e-02  9.218574e-03 3.930319e-04
 9.309309e-02  2.014851e-02  3.438555e-03 4.177860e-04
 9.409409e-02  2.086121e-02 -3.039200e-03 4.444269e-04
 9.509510e-02  1.950842e-02 -9.602050e-03 4.727779e-04
 9.609610e-02  1.610655e-02 -1.559588e-02 5.026526e-04
