# x psi_r psi_i psi2 
 0.000000e+00 -1.309046e-02 -1.447808e-02 3.809751e-04
 1.001001e-03 -4.804484e-03 -1.909285e-02 3.876201e-04
 2.002002e-03  3.627538e-03 -2.142440e-02 4.721641e-04
 3.003003e-03  1.121979e-02 -2.140701e-02 5.841436e-04
 4.004004e-03  1.712539e-02 -1.922604e-02 6.629196e-04
 5.005005e-03  2.072723e-02 -1.527826e-02 6.630434e-04
 6.006006e-03  2.169937e-02 -1.011212e-02 5.731175e-04
 7.007007e-03  2.003295e-02 -4.356381e-03 4.202972e-04
 8.008008e-03  1.602534e-02  1.354153e-03 2.586451e-04
 9.009009e-03  1.023481e-02  6.447259e-03 1.463184e-04
 1.001001e-02  3.407323e-03  1.046887e-02 1.212071e-04
 1.101101e-02 -3.615464e-03  1.312051e-02 1.852194e-04
 1.201201e-02 -9.995935e-03  1.427580e-02 3.037173e-04
 1.301301e-02 -1.499643e-02  1.397610e-02 4.202244e-04
 1.401401e-02 -1.806078e-02  1.240762e-02 4.801407e-04
 1.501502e-02 -1.887265e-02  9.864563e-03 4.534866e-04
 1.601602e-02 -1.738506e-02  6.703968e-03 3.471836e-04
 1.701702e-02 -1.381854e-02  3.298536e-03 2.018325e-04
 1.801802e-02 -8.629210e-03 -6.599864e-06 7.446330e-05
 1.901902e-02 -2.451215e-03 -2.928240e-03 1.458304e-05
 2.002002e-02  3.979217e-03 -5.267322e-03 4.357885e-05
 2.102102e-02  9.909218e-03 -6.917470e-03 1.460440e-04
 2.202202e-02  1.465440e-02 -7.860444e-03 2.765382e-04
 2.302302e-02  1.767434e-02 -8.150664e-03 3.788158e-04
 2.402402e-02  1.863031e-02 -7.892381e-03 4.093781e-04
 2.502503e-02  1.741950e-02 -7.213713e-03 3.554768e-04
 2.602603e-02  1.418269e-02 -6.241910e-03 2.401102e-04
 2.702703e-02  9.285062e-03 -5.083612e-03 1.120555e-04
 2.802803e-02  3.273165e-03 -3.812854e-03 2.525147e-05
 2.902903e-02 -3.186852e-03 -2.468105e-03 1.624756e-05
 3.003003e-02 -9.382643e-03 -1.058141e-03 8.915365e-05
 3.103103e-02 -1.463260e-02  4.249582e-04 2.142937e-04
 3.203203e-02 -1.835816e-02  1.988519e-03 3.409761e-04
 3.303303e-02 -2.014395e-02  3.621252e-03 4.188920e-04
 3.403403e-02 -1.978000e-02  5.278171e-03 4.191076e-04
 3.503504e-02 -1.728197e-02  6.871736e-03 3.458874e-04
 3.603604e-02 -1.288789e-02  8.271511e-03 2.345156e-04
 3.703704e-02 -7.032396e-03  9.313366e-03 1.361934e-04
 3.803804e-02 -3.015606e-04  9.817651e-03 9.647721e-05
 3.903904e-02  6.626793e-03  9.614388e-03 1.363509e-04
 4.004004e-02  1.305098e-02  8.572128e-03 2.438096e-04
 4.104104e-02  1.831482e-02  6.626398e-03 3.793420e-04
 4.204204e-02  2.187170e-02  3.803280e-03 4.928360e-04
 4.304304e-02  2.333738e-02  2.340345e-04 5.446878e-04
 4.404404e-02  2.252688e-02 -3.842451e-03 5.222247e-04
 4.504505e-02  1.947224e-02 -8.091158e-03 4.446350e-04
 4.604605e-02  1.441996e-02 -1.210647e-02 3.545020e-04
 4.704705e-02  7.808770e-03 -1.544994e-02 2.996775e-04
 4.804805e-02  2.300542e-04 -1.769671e-02 3.132264e-04
 4.904905e-02 -7.625304e-03 -1.848580e-02 3.998702e-04
 5.005005e-02 -1.502878e-02 -1.756834e-02 5.345110e-04
 5.105105e-02 -2.127935e-02 -1.484781e-02 6.732685e-04
 5.205205e-02 -2.576630e-02 -1.040690e-02 7.722060e-04
 5.305305e-02 -2.802448e-02 -4.516597e-03 8.057710e-04
 5.405405e-02 -2.777739e-02  2.374812e-03 7.772229e-04
 5.505506e-02 -2.496466e-02  9.673300e-03 7.168070e-04
 5.605606e-02 -1.975160e-02  1.668909e-02 6.686517e-04
 5.705706e-02 -1.251997e-02  2.270097e-02 6.720835e-04
 5.805806e-02 -3.840568e-03  2.702877e-02 7.453041e-04
 5.905906e-02  5.570344e-03  2.910687e-02 8.782388e-04
 6.006006e-02  1.490772e-02  2.855082e-02 1.037390e-03
 6.106106e-02  2.334320e-02  2.520960e-02 1.180429e-03
 6.206206e-02  3.009442e-02  1.919724e-02 1.274208e-03
 6.306306e-02  3.449287e-02  1.089941e-02 1.308555e-03
 6.406406e-02  3.604478e-02  9.527413e-04 1.300134e-03
 6.506507e-02  3.448003e-02 -9.802290e-03 1.284957e-03
 6.606607e-02  2.978461e-02 -2.039151e-02 1.302937e-03
 6.706707e-02  2.221345e-02 -2.979437e-02 1.381142e-03
 6.806807e-02  1.228137e-02 -3.704053e-02 1.522833e-03
 6.906907e-02  7.321878e-04 -4.130652e-02 1.706765e-03
 7.007007e-02 -1.151304e-02 -4.200313e-02 1.896813e-03
 7.107107e-02 -2.342527e-02 -3.884440e-02 2.057631e-03
 7.207207e-02 -3.394955e-02 -3.189095e-02 2.169604e-03
 7.307307e-02 -4.209384e-02 -2.156224e-02 2.236821e-03
 7.407407e-02 -4.701751e-02 -8.615486e-03 2.284873e-03
 7.507508e-02 -4.811197e-02  5.908197e-03 2.349669e-03
 7.607608e-02 -4.506608e-02  2.076663e-02 2.462205e-03
 7.707708e-02 -3.790990e-02  3.462166e-02 2.635819e-03
 7.807808e-02 -2.703151e-02  4.615767e-02 2.861233e-03
 7.907908e-02 -1.316397e-02  5.420299e-02 3.111255e-03
 8.008008e-02  2.658488e-03  5.784323e-02 3.352907e-03
 8.108108e-02  1.917297e-02  5.651585e-02 3.561644e-03
 8.208208e-02  3.498457e-02  5.007676e-02 3.731602e-03
 8.308308e-02  4.868021e-02  3.883201e-02 3.877688e-03
 8.408408e-02  5.895060e-02  2.353040e-02 4.028852e-03
 8.508509e-02  6.471011e-02  5.316351e-03 4.215662e-03
 8.608609e-02  6.520391e-02 -1.435407e-02 4.457589e-03
 8.708709e-02  6.009203e-02 -3.382801e-02 4.755387e-03
 8.808809e-02  4.950188e-02 -5.139239e-02 5.091614e-03
 8.908909e-02  3.404256e-02 -6.542109e-02 5.438816e-03
 9.009009e-02  1.477788e-02 -7.452026e-02 5.771655e-03
 9.109109e-02 -6.841904e-03 -7.765910e-02 6.077747e-03
 9.209209e-02 -2.908568e-02 -7.427439e-02 6.362661e-03
 9.309309e-02 -5.007698e-02 -6.433873e-02 6.647176e-03
 9.409409e-02 -6.794907e-02 -4.838555e-02 6.958238e-03
 9.509510e-02 -8.100682e-02 -2.748700e-02 7.317640e-03
 9.609610e-02 -8.788155e-02 -3.185203e-03 7.733313e-03
 9.709710e-02 -8.766501e-02  2.261924e-02 8.196784e-03
 9.809810e-02 -8.000972e-02  4.781331e-02 8.687668e-03
 9.909910e-02 -6.518553e-02  7.024137e-02 9.183004e-03
 1.001001e-01 -4.408551e-02  8.788513e-02 9.667327e-03
 1.011011e-01 -1.817848e-02  9.903896e-02 1.013917e-02
 1.021021e-01  1.058984e-02  1.024660e-01 1.061143e-02
 1.031031e-01  3.994084e-02  9.752090e-02 1.110560e-02
 1.041041e-01  6.744139e-02  8.422810e-02 1.164272e-02
 1.051051e-01  9.070276e-02  6.330731e-02 1.223480e-02
 1.061061e-01  1.075838e-01  3.614211e-02 1.288053e-02
 1.071071e-01  1.163815e-01  4.692421e-03 1.356668e-02
 1.081081e-01  1.159917e-01 -2.864422e-02 1.427456e-02
 1.091091e-01  1.060259e-01 -6.121279e-02 1.498850e-02
 1.101101e-01  8.687274e-02 -9.030901e-02 1.570259e-02
 1.111111e-01  5.969632e-02 -1.133995e-01 1.642309e-02
 1.121121e-01  2.637042e-02 -1.283360e-01 1.716554e-02
 1.131131e-01 -1.064872e-02 -1.335467e-01 1.794812e-02
 1.141141e-01 -4.850236e-02 -1.281862e-01 1.878419e-02
 1.151151e-01 -8.414850e-02 -1.122332e-01 1.967726e-02
 1.161161e-01 -1.146039e-01 -8.652319e-02 2.062032e-02
 1.171171e-01 -1.371893e-01 -5.271361e-02 2.159962e-02
 1.181181e-01 -1.497581e-01 -1.318057e-02 2.260121e-02
 1.191191e-01 -1.508893e-01  2.914619e-02 2.361709e-02
 1.201201e-01 -1.400278e-01  7.099875e-02 2.464861e-02
 1.211211e-01 -1.175590e-01  1.090213e-01 2.570575e-02
 1.221221e-01 -8.481031e-02  1.400356e-01 2.680276e-02
 1.231231e-01 -4.397703e-02  1.613019e-01 2.795227e-02
 1.241241e-01  2.023860e-03  1.707519e-01 2.916031e-02
 1.251251e-01  4.976164e-02  1.671774e-01 3.042451e-02
 1.261261e-01  9.554697e-02  1.503547e-01 3.173577e-02
 1.271271e-01  1.357151e-01  1.210958e-01 3.308279e-02
 1.281281e-01  1.669155e-01  8.121847e-02 3.445723e-02
 1.291291e-01  1.863848e-01  3.343594e-02 3.585726e-02
 1.301301e-01  1.921816e-01 -1.882718e-02 3.728824e-02
