# x psi_r psi_i psi2 
 0.000000e+00 -1.438452e-01  1.348299e-01 3.887053e-02
 1.001001e-03 -1.823524e-01  6.013295e-02 3.686836e-02
 2.002002e-03 -1.996666e-01 -1.856690e-02 4.021148e-02
 3.003003e-03 -1.951373e-01 -9.247924e-02 4.663098e-02
 4.004004e-03 -1.704830e-01 -1.536113e-01 5.266089e-02
 5.005005e-03 -1.294839e-01 -1.956195e-01 5.503306e-02
 6.006006e-03 -7.746435e-02 -2.144562e-01 5.199220e-02
 7.007007e-03 -2.063039e-02 -2.087485e-01 4.400156e-02
 8.008008e-03  3.465616e-02 -1.798721e-01 3.355502e-02
 9.009009e-03  8.258430e-02 -1.317225e-01 2.417098e-02
 1.001001e-02  1.185025e-01 -7.021559e-02 1.897306e-02
 1.101101e-02  1.393655e-01 -2.579823e-03 1.942941e-02
 1.201201e-02  1.439775e-01  6.347699e-02 2.475885e-02
 1.301301e-02  1.330124e-01  1.206310e-01 3.224413e-02
 1.401401e-02  1.088220e-01  1.627404e-01 3.832665e-02
 1.501502e-02  7.506305e-02  1.854920e-01 4.004176e-02
 1.601602e-02  3.619687e-02  1.868298e-01 3.621559e-02
 1.701702e-02 -3.075054e-03  1.671228e-01 2.793947e-02
 1.801802e-02 -3.836909e-02  1.290621e-01 1.812921e-02
 1.901902e-02 -6.610636e-02  7.730527e-02 1.034616e-02
 2.002002e-02 -8.387447e-02  1.791307e-02 7.355805e-03
 2.102102e-02 -9.062758e-02 -4.235294e-02 1.000713e-02
 2.202202e-02 -8.670941e-02 -9.679131e-02 1.688708e-02
 2.302302e-02 -7.370598e-02 -1.394953e-01 2.489150e-02
 2.402402e-02 -5.415527e-02 -1.659808e-01 3.048241e-02
 2.502503e-02 -3.115733e-02 -1.736423e-01 3.112243e-02
 2.602603e-02 -7.938801e-03 -1.619914e-01 2.630423e-02
 2.702703e-02  1.257091e-02 -1.326577e-01 1.775610e-02
 2.802803e-02  2.809842e-02 -8.916016e-02 8.739055e-03
 2.902903e-02  3.727718e-02 -3.647821e-02 2.720248e-03
 3.003003e-02  3.976286e-02  1.952223e-02 1.962203e-03
 3.103103e-02  3.620443e-02  7.274329e-02 6.602346e-03
 3.203203e-02  2.808079e-02  1.175156e-01 1.459845e-02
 3.303303e-02  1.743056e-02  1.491939e-01 2.256266e-02
 3.403403e-02  6.515272e-03  1.646255e-01 2.714400e-02
 3.503504e-02 -2.535683e-03  1.624450e-01 2.639482e-02
 3.603604e-02 -8.048898e-03  1.431714e-01 2.056283e-02
 3.703704e-02 -9.055414e-03  1.091012e-01 1.198508e-02
 3.803804e-02 -5.430484e-03  6.401958e-02 4.127996e-03
 3.903904e-02  2.093513e-03  1.276370e-02 1.672948e-04
 4.004004e-02  1.204180e-02 -3.930748e-02 1.690083e-03
 4.104104e-02  2.242309e-02 -8.687953e-02 8.050848e-03
 4.204204e-02  3.103514e-02 -1.252234e-01 1.664409e-02
 4.304304e-02  3.580757e-02 -1.506563e-01 2.397950e-02
 4.404404e-02  3.513450e-02 -1.608776e-01 2.711603e-02
 4.504505e-02  2.815034e-02 -1.551527e-01 2.486481e-02
 4.604605e-02  1.490932e-02 -1.343316e-01 1.826726e-02
 4.704705e-02 -3.558465e-03 -1.007089e-01 1.015495e-02
 4.804805e-02 -2.532559e-02 -5.774883e-02 3.976313e-03
 4.904905e-02 -4.777426e-02 -9.707432e-03 2.376614e-03
 5.005005e-02 -6.790833e-02  3.880275e-02 6.117195e-03
 5.105105e-02 -8.273290e-02  8.326091e-02 1.377711e-02
 5.205205e-02 -8.965443e-02  1.196545e-01 2.235511e-02
