0 0.999999 1.79835e-51 2.68111e-40
1e-06 0.999999 7.59101e-30 1.13887e-31
2e-06 0.999999 6.09681e-30 2.23436e-31
3e-06 0.999999 5.86973e-30 6.8511e-31
4e-06 0.999999 5.83053e-30 2.85056e-31
5e-06 0.999999 7.75665e-30 6.8854e-31
6e-06 0.999999 1.0122e-29 2.66295e-31
7e-06 0.999999 4.35714e-30 3.7561e-31
8e-06 0.999999 8.35066e-30 4.75619e-31
9e-06 0.999999 9.60499e-30 9.8188e-31
1e-05 0.999999 8.8028e-30 1.45274e-30
1.1e-05 0.999999 8.57281e-30 4.46114e-31
1.2e-05 0.999999 1.2563e-29 6.31474e-31
1.3e-05 0.999999 1.375e-29 6.73261e-31
1.4e-05 0.999999 1.13682e-29 7.4938e-31
1.5e-05 0.999999 1.14883e-29 1.65364e-30
1.6e-05 0.999999 1.55534e-29 9.88202e-31
1.7e-05 0.999999 1.65395e-29 9.55827e-31
1.8e-05 0.999999 1.45234e-29 1.12659e-30
1.9e-05 0.999999 1.58726e-29 2.26084e-30
2e-05 0.999999 1.96116e-29 1.23416e-30
2.1e-05 0.999999 1.81134e-29 2.80238e-30
2.2e-05 0.999999 1.59615e-29 1.41702e-30
2.3e-05 0.999999 2.45753e-29 1.43352e-30
2.4e-05 0.999999 2.25462e-29 1.82224e-30
2.5e-05 0.999999 2.24542e-29 1.88223e-30
2.6e-05 0.999999 2.38045e-29 1.82397e-30
2.7e-05 0.999999 2.67817e-29 2.51291e-30
2.8e-05 0.999999 3.02612e-29 1.92618e-30
2.9e-05 0.999999 2.517e-29 1.83837e-30
3e-05 0.999999 3.13342e-29 2.12867e-30
3.1e-05 0.999999 3.10904e-29 1.94508e-30
3.2e-05 0.999999 3.32045e-29 2.22079e-30
3.3e-05 0.999999 3.18875e-29 2.63962e-30
3.4e-05 0.999999 3.67302e-29 2.60916e-30
3.5e-05 0.999999 4.03618e-29 2.62581e-30
3.6e-05 0.999999 3.50215e-29 2.69924e-30
3.7e-05 0.999999 3.96806e-29 3.20557e-30
3.8e-05 0.999999 4.14265e-29 2.91196e-30
3.9e-05 0.999999 4.25035e-29 3.82261e-30
4e-05 0.999999 4.31412e-29 3.0948e-30
4.1e-05 0.999999 4.71323e-29 3.43161e-30
4.2e-05 0.999999 5.03391e-29 3.41492e-30
4.3e-05 0.999999 4.91843e-29 3.57344e-30
4.4e-05 0.999999 5.19327e-29 4.17136e-30
4.5e-05 0.999999 5.57885e-29 4.47213e-30
4.6e-05 0.999999 5.81024e-29 4.08604e-30
4.7e-05 0.999999 5.64495e-29 4.45632e-30
4.8e-05 0.999999 5.86733e-29 5.88462e-30
4.9e-05 0.999999 6.34551e-29 4.78538e-30
5e-05 0.999999 6.43592e-29 5.63833e-30
5.1e-05 0.999999 6.42647e-29 5.70929e-30
5.2e-05 0.999999 7.22641e-29 5.30812e-30
5.3e-05 0.999999 7.08498e-29 5.77478e-30
5.4e-05 0.999999 7.27382e-29 5.94529e-30
5.5e-05 0.999999 7.41005e-29 5.98714e-30
5.6e-05 0.999999 7.91747e-29 6.18311e-30
5.7e-05 0.999999 8.17616e-29 6.68574e-30
5.8e-05 0.999999 7.88769e-29 6.75812e-30
5.9e-05 0.999999 8.6156e-29 7.33073e-30
6e-05 0.999999 8.66113e-29 7.78312e-30
6.1e-05 0.999999 8.98026e-29 9.49978e-30
6.2e-05 0.999999 8.93734e-29 9.00685e-30
6.3e-05 0.999999 9.58913e-29 1.02145e-29
6.4e-05 0.999999 9.90275e-29 1.07727e-29
6.5e-05 0.999999 9.71567e-29 1.18843e-29
6.6e-05 0.999999 1.03366e-28 1.27258e-29
6.7e-05 0.999999 1.05548e-28 1.41322e-29
6.8e-05 0.999999 1.09781e-28 1.57643e-29
6.9e-05 0.999999 1.08133e-28 1.72871e-29
7e-05 0.999999 1.13002e-28 1.93997e-29
7.1e-05 0.999999 1.16574e-28 2.24325e-29
7.2e-05 0.999999 1.15956e-28 2.57439e-29
7.3e-05 0.999999 1.19548e-28 3.02783e-29
7.4e-05 0.999999 1.24604e-28 3.57001e-29
7.5e-05 0.999999 1.28242e-28 4.27619e-29
7.6e-05 0.999999 1.28118e-28 5.10763e-29
7.7e-05 0.999999 1.30954e-28 6.33152e-29
7.8e-05 0.999999 1.36529e-28 7.74052e-29
7.9e-05 0.999999 1.36965e-28 9.69493e-29
8e-05 0.999999 1.37665e-28 1.2339e-28
8.1e-05 0.999999 1.45002e-28 1.58731e-28
8.2e-05 0.999999 1.46049e-28 2.06269e-28
8.3e-05 0.999999 1.48569e-28 2.70807e-28
8.4e-05 0.999999 1.49464e-28 3.59517e-28
8.5e-05 0.999999 1.5701e-28 4.80522e-28
8.6e-05 0.999999 1.59027e-28 6.46955e-28
8.7e-05 0.999999 1.58009e-28 8.78922e-28
8.8e-05 0.999999 1.65301e-28 1.19897e-27
8.9e-05 0.999999 1.67035e-28 1.64585e-27
9e-05 0.999999 1.71683e-28 2.26759e-27
9.1e-05 0.999999 1.70044e-28 3.12963e-27
9.2e-05 0.999999 1.80531e-28 4.33154e-27
9.3e-05 0.999999 1.8148e-28 6.00773e-27
9.4e-05 0.999999 1.8168e-28 8.34251e-27
9.5e-05 0.999999 1.87036e-28 1.15995e-26
9.6e-05 0.999999 1.8994e-28 1.61304e-26
9.7e-05 0.999999 1.95793e-28 2.24406e-26
9.8e-05 0.999999 1.94857e-28 3.12215e-26
9.9e-05 0.999999 2.03085e-28 4.34291e-26
0.0001 0.999999 2.10749e-28 6.03919e-26
0.000101 0.999999 2.14695e-28 8.39492e-26
0.000102 0.999999 2.23448e-28 1.16645e-25
0.000103 0.999999 2.35502e-28 1.61999e-25
0.000104 0.999999 2.51494e-28 2.24861e-25
0.000105 0.999999 2.64622e-28 3.11914e-25
0.000106 0.999999 2.8925e-28 4.32366e-25
0.000107 0.999999 3.2153e-28 5.98918e-25
0.000108 0.999999 3.60066e-28 8.29011e-25
0.000109 0.999999 4.13256e-28 1.14661e-24
0.00011 0.999999 4.88433e-28 1.58461e-24
0.000111 0.999999 5.89901e-28 2.18813e-24
0.000112 0.999999 7.26387e-28 3.01898e-24
0.000113 0.999999 9.095e-28 4.16186e-24
0.000114 0.999999 1.17136e-27 5.73255e-24
0.000115 0.999999 1.52101e-27 7.88914e-24
0.000116 0.999999 1.99888e-27 1.08477e-23
0.000117 0.999999 2.65953e-27 1.49026e-23
0.000118 0.999999 3.56042e-27 2.04551e-23
0.000119 0.999999 4.79634e-27 2.8051e-23
0.00012 0.999999 6.47976e-27 3.84325e-23
0.000121 0.999999 8.79387e-27 5.26072e-23
0.000122 0.999999 1.19458e-26 7.19432e-23
0.000123 0.999999 1.62449e-26 9.82943e-23
0.000124 0.999999 2.21127e-26 1.3417e-22
0.000125 0.999999 3.01036e-26 1.82963e-22
0.000126 0.999999 4.09827e-26 2.49261e-22
0.000127 0.999999 5.57699e-26 3.39251e-22
0.000128 0.999999 7.587e-26 4.61276e-22
0.000129 0.999999 1.03149e-25 6.26568e-22
0.00013 0.999999 1.40137e-25 8.50242e-22
0.000131 0.999999 1.90245e-25 1.1526e-21
0.000132 0.999999 2.58059e-25 1.56089e-21
0.000133 0.999999 3.49747e-25 2.11165e-21
0.000134 0.999999 4.7357e-25 2.85378e-21
0.000135 0.999999 6.40638e-25 3.85272e-21
0.000136 0.999999 8.65832e-25 5.19587e-21
0.000137 0.999999 1.16902e-24 6.99987e-21
0.000138 0.999999 1.57682e-24 9.42019e-21
0.000139 0.999999 2.12476e-24 1.26638e-20
0.00014 0.999999 2.86021e-24 1.70059e-20
0.000141 0.999999 3.84621e-24 2.28119e-20
0.000142 0.999999 5.16678e-24 3.05668e-20
0.000143 0.999999 6.93353e-24 4.0913e-20
0.000144 0.999999 9.29457e-24 5.47005e-20
0.000145 0.999999 1.24464e-23 7.30532e-20
0.000146 0.999999 1.66492e-23 9.74542e-20
0.000147 0.999999 2.22471e-23 1.29859e-19
0.000148 0.999999 2.9695e-23 1.72844e-19
0.000149 0.999999 3.9593e-23 2.29797e-19
0.00015 0.999999 5.27325e-23 3.05166e-19
0.000151 0.999999 7.01549e-23 4.0479e-19
0.000152 0.999999 9.32301e-23 5.36319e-19
0.000153 0.999999 1.23757e-22 7.09764e-19
0.000154 0.999999 1.64096e-22 9.38209e-19
0.000155 0.999999 2.17338e-22 1.23874e-18
0.000156 0.999999 2.8753e-22 1.63361e-18
0.000157 0.999999 3.79959e-22 2.15183e-18
0.000158 0.999999 5.01528e-22 2.83109e-18
0.000159 0.999999 6.61237e-22 3.72037e-18
0.00016 0.999999 8.70801e-22 4.88317e-18
0.000161 0.999999 1.14546e-21 6.40177e-18
0.000162 0.999999 1.50501e-21 8.3826e-18
0.000163 0.999999 1.97511e-21 1.09632e-17
0.000164 0.999999 2.58904e-21 1.4321e-17
0.000165 0.999999 3.38983e-21 1.86846e-17
0.000166 0.999999 4.43309e-21 2.43484e-17
0.000167 0.999999 5.79063e-21 3.16906e-17
0.000168 0.999999 7.55496e-21 4.11969e-17
0.000169 0.999999 9.84522e-21 5.34895e-17
0.00017 0.999999 1.28145e-20 6.93655e-17
0.000171 0.999999 1.66596e-20 8.98437e-17
0.000172 0.999999 2.16327e-20 1.16225e-16
0.000173 0.999999 2.80567e-20 1.50169e-16
0.000174 0.999999 3.6345e-20 1.93788e-16
0.000175 0.999999 4.70254e-20 2.4977e-16
0.000176 0.999999 6.07714e-20 3.21528e-16
0.000177 0.999999 7.84411e-20 4.13392e-16
0.000178 0.999999 1.01127e-19 5.30846e-16
0.000179 0.999999 1.30216e-19 6.8083e-16
0.00018 0.999999 1.67471e-19 8.72112e-16
0.000181 0.999999 2.15125e-19 1.11575e-15
0.000182 0.999999 2.76005e-19 1.4257e-15
0.000183 0.999999 3.53685e-19 1.81948e-15
0.000184 0.999999 4.52679e-19 2.31915e-15
0.000185 0.999999 5.78681e-19 2.95238e-15
0.000186 0.999999 7.38858e-19 3.75386e-15
0.000187 0.999999 9.42228e-19 4.76699e-15
0.000188 0.999999 1.20012e-18 6.04604e-15
0.000189 0.999999 1.52674e-18 7.65878e-15
0.00019 0.999999 1.9399e-18 9.68968e-15
0.000191 0.999999 2.46188e-18 1.22439e-14
0.000192 0.999999 3.12053e-18 1.54523e-14
0.000193 0.999999 3.95058e-18 1.94772e-14
0.000194 0.999999 4.99537e-18 2.45201e-14
0.000195 0.999999 6.30882e-18 3.08305e-14
0.000196 0.999999 7.95797e-18 3.87169e-14
0.000197 0.999999 1.00261e-17 4.85606e-14
0.000198 0.999999 1.26163e-17 6.08318e-14
0.000199 0.999999 1.58566e-17 7.61098e-14
0.0002 0.999999 1.9905e-17 9.51076e-14
0.000201 0.999999 2.49569e-17 1.18701e-13
0.000202 0.999999 3.12533e-17 1.47965e-13
0.000203 0.999999 3.90911e-17 1.84217e-13
0.000204 0.999999 4.88357e-17 2.29068e-13
0.000205 0.999999 6.09361e-17 2.84491e-13
