# x psi_r psi_i psi2 
 0.000000e+00  9.974769e-01 -2.053967e-01 1.037148e+00
 1.001001e-03  9.874873e-01  1.867486e-01 1.010006e+00
 2.002002e-03  8.672530e-01  5.494360e-01 1.054008e+00
 3.003003e-03  6.533642e-01  8.435773e-01 1.138507e+00
 4.004004e-03  3.726043e-01  1.038411e+00 1.217132e+00
 5.005005e-03  5.869493e-02  1.114739e+00 1.246089e+00
 6.006006e-03 -2.516943e-01  1.066824e+00 1.201464e+00
 7.007007e-03 -5.232025e-01  9.027617e-01 1.088720e+00
 8.008008e-03 -7.258074e-01  6.433094e-01 9.406433e-01
 9.009009e-03 -8.381688e-01  3.193281e-01 8.044974e-01
 1.001001e-02 -8.499085e-01 -3.185480e-02 7.233593e-01
 1.101101e-02 -7.625787e-01 -3.707346e-01 7.189704e-01
 1.201201e-02 -5.892258e-01 -6.600774e-01 7.828892e-01
 1.301301e-02 -3.526223e-01 -8.690253e-01 8.795474e-01
 1.401401e-02 -8.239212e-02 -9.764029e-01 9.601510e-01
 1.501502e-02  1.886158e-01 -9.728668e-01 9.820457e-01
 1.601602e-02  4.282690e-01 -8.616785e-01 9.259041e-01
 1.701702e-02  6.089374e-01 -6.580407e-01 8.038223e-01
 1.801802e-02  7.106808e-01 -3.871006e-01 6.549141e-01
 1.901902e-02  7.234652e-01 -8.087661e-02 5.299430e-01
 2.002002e-02  6.481624e-01  2.255208e-01 4.709741e-01
 2.102102e-02  4.962281e-01  4.979268e-01 4.941734e-01
 2.202202e-02  2.881188e-01  7.069520e-01 5.827935e-01
 2.302302e-02  5.065146e-02  8.311724e-01 6.934131e-01
 2.402402e-02 -1.863594e-01  8.593288e-01 7.731757e-01
 2.502503e-02 -3.937736e-01  7.913078e-01 7.812256e-01
 2.602603e-02 -5.466597e-01  6.378238e-01 7.056561e-01
 2.702703e-02 -6.272651e-01  4.188719e-01 5.689151e-01
 2.802803e-02 -6.270689e-01  1.611625e-01 4.191888e-01
 2.902903e-02 -5.476815e-01 -1.051350e-01 3.110084e-01
 3.003003e-02 -4.004924e-01 -3.499461e-01 2.828564e-01
 3.103103e-02 -2.051267e-01 -5.467178e-01 3.409773e-01
 3.203203e-02  1.308967e-02 -6.753269e-01 4.562378e-01
 3.303303e-02  2.263338e-01 -7.241448e-01 5.756126e-01
 3.403403e-02  4.077598e-01 -6.910453e-01 6.438116e-01
 3.503504e-02  5.348143e-01 -5.832748e-01 6.262358e-01
 3.603604e-02  5.919875e-01 -4.162361e-01 5.237016e-01
 3.703704e-02  5.726676e-01 -2.113704e-01 3.726256e-01
 3.803804e-02  4.798787e-01  6.580869e-03 2.303268e-01
 3.903904e-02  3.258220e-01  2.125861e-01 1.513528e-01
 4.004004e-02  1.302865e-01  3.842376e-01 1.646131e-01
