150 0.714063 0.257356
151 0.722054 0.250614
150 0.714063 0.257356
151 0.722054 0.250614
152 0.729903 0.243987
153 0.737609 0.237474
154 0.745171 0.231073
155 0.752588 0.224785
156 0.759861 0.218609
157 0.76699 0.212543
158 0.773974 0.206588
159 0.780814 0.200742
160 0.78751 0.195005
161 0.794063 0.189377
162 0.800473 0.183856
163 0.806741 0.178442
164 0.812867 0.173135
165 0.818852 0.167934
166 0.824697 0.162839
167 0.830403 0.157849
168 0.83597 0.152964
169 0.8414 0.148184
170 0.846694 0.143509
171 0.851852 0.138937
172 0.856875 0.13447
173 0.861765 0.130107
174 0.866523 0.125847
175 0.871149 0.121691
176 0.875644 0.117639
177 0.88001 0.113691
178 0.884248 0.109845
179 0.888358 0.106103
180 0.892342 0.102465
181 0.896201 0.0989295
182 0.899936 0.0954973
183 0.903548 0.0921681
184 0.907038 0.0889418
185 0.910408 0.0858182
186 0.913657 0.0827972
187 0.916788 0.0798784
188 0.919802 0.0770615
189 0.9227 0.0743462
190 0.925483 0.0717322
191 0.928153 0.0692189
192 0.93071 0.0668058
193 0.933157 0.0644923
194 0.935494 0.0622778
195 0.937723 0.0601615
196 0.939845 0.0581426
197 0.941862 0.0562203
198 0.943776 0.0543935
199 0.945588 0.0526613
200 0.947299 0.0510224
201 0.948912 0.0494757
202 0.950429 0.0480199
203 0.95185 0.0466536
204 0.953178 0.0453754
205 0.954415 0.0441838
206 0.955563 0.043077
207 0.956624 0.0420535
208 0.9576 0.0411115
209 0.958493 0.0402491
210 0.959305 0.0394644
211 0.960039 0.0387554
212 0.960696 0.0381202
213 0.96128 0.0375566
214 0.961792 0.0370625
215 0.962235 0.0366356
216 0.962611 0.0362737
217 0.962923 0.0359745
218 0.963173 0.0357356
219 0.963364 0.0355547
220 0.963499 0.0354294
221 0.963579 0.0353572
222 0.963607 0.0353356
223 0.963587 0.0353623
224 0.96352 0.0354346
225 0.963409 0.0355502
226 0.963256 0.0357066
227 0.963065 0.0359012
228 0.962837 0.0361317
229 0.962576 0.0363956
230 0.962283 0.0366904
231 0.961961 0.0370139
232 0.961612 0.0373636
233 0.961239 0.0377373
234 0.960843 0.0381328
235 0.960428 0.0385478
236 0.959995 0.0389802
237 0.959546 0.039428
238 0.959083 0.0398893
239 0.958609 0.040362
240 0.958124 0.0408446
241 0.957631 0.0413352
242 0.95713 0.0418323
243 0.956625 0.0423343
244 0.956115 0.0428401
245 0.955602 0.0433483
246 0.955087 0.0438578
247 0.954572 0.0443678
248 0.954055 0.0448773
249 0.95354 0.0453859
250 0.953025 0.0458929
251 0.952511 0.0463982
252 0.951998 0.0469014
253 0.951486 0.0474029
254 0.950974 0.0479027
255 0.950463 0.0484013
256 0.949951 0.0488995
257 0.949437 0.049398
258 0.948921 0.0498979
259 0.9484 0.0504007
260 0.947874 0.0509077
261 0.947339 0.0514209
262 0.946795 0.0519423
263 0.946239 0.0524741
264 0.945667 0.0530189
265 0.945078 0.0535795
266 0.944467 0.0541589
267 0.943832 0.0547605
268 0.943169 0.0553879
269 0.942474 0.0560449
270 0.941742 0.0567356
271 0.940969 0.0574646
272 0.94015 0.0582363
273 0.93928 0.0590559
274 0.938355 0.0599285
275 0.937367 0.0608595
276 0.936311 0.0618547
277 0.935182 0.06292
278 0.933973 0.0640618
279 0.932676 0.0652863
280 0.931287 0.0666003
281 0.929797 0.0680106
282 0.928199 0.0695244
283 0.926486 0.0711488
284 0.924651 0.0728912
285 0.922686 0.0747593
286 0.920583 0.0767606
287 0.918334 0.0789031
288 0.915931 0.0811944
289 0.913367 0.0836426
290 0.910634 0.0862555
291 0.907723 0.0890412
292 0.904627 0.0920075
293 0.901338 0.0951623
294 0.897848 0.0985132
295 0.894149 0.102068
296 0.890235 0.105834
297 0.886098 0.109819
298 0.881731 0.11403
299 0.877128 0.118473
300 0.872281 0.123155
