# x psi_r psi_i psi2 
 0.000000e+00  1.054316e-02 -1.473470e-02 3.282698e-04
 1.001001e-03  1.514919e-02 -1.162434e-02 3.646233e-04
 2.002002e-03  1.678301e-02 -7.070047e-03 3.316549e-04
 3.003003e-03  1.531469e-02 -1.931404e-03 2.382700e-04
 4.004004e-03  1.116292e-02  2.939792e-03 1.332531e-04
 5.005005e-03  5.196173e-03  6.836374e-03 7.373623e-05
 6.006006e-03 -1.438544e-03  9.292106e-03 8.841265e-05
 7.007007e-03 -7.527008e-03  1.012556e-02 1.591828e-04
 8.008008e-03 -1.200134e-02  9.430265e-03 2.329620e-04
 9.009009e-03 -1.411947e-02  7.519598e-03 2.559037e-04
 1.001001e-02 -1.358149e-02  4.842132e-03 2.079032e-04
 1.101101e-02 -1.056570e-02  1.886691e-03 1.151935e-04
 1.201201e-02 -5.681340e-03 -9.040840e-04 3.309499e-05
 1.301301e-02  1.506070e-04 -3.196849e-03 1.024252e-05
 1.401401e-02  5.866017e-03 -4.799005e-03 5.744060e-05
 1.501502e-02  1.044527e-02 -5.657569e-03 1.411118e-04
 1.601602e-02  1.308784e-02 -5.831340e-03 2.052960e-04
 1.701702e-02  1.334484e-02 -5.447130e-03 2.077560e-04
 1.801802e-02  1.118883e-02 -4.652880e-03 1.468392e-04
 1.901902e-02  7.010841e-03 -3.579546e-03 6.196504e-05
 2.002002e-02  1.547310e-03 -2.320087e-03 7.776974e-06
 2.102102e-02 -4.249290e-03 -9.286986e-04 1.891895e-05
 2.202202e-02 -9.373409e-03  5.621894e-04 8.817685e-05
 2.302302e-02 -1.293550e-02  2.114335e-03 1.717976e-04
 2.402402e-02 -1.430957e-02  3.655527e-03 2.181267e-04
 2.502503e-02 -1.323563e-02  5.061081e-03 2.007963e-04
 2.602603e-02 -9.861421e-03  6.152897e-03 1.351058e-04
 2.702703e-02 -4.717734e-03  6.719581e-03 6.740978e-05
 2.802803e-02  1.367851e-03  6.555705e-03 4.484828e-05
 2.902903e-02  7.404184e-03  5.512904e-03 8.521406e-05
 3.003003e-02  1.239532e-02  3.551626e-03 1.662580e-04
 3.103103e-02  1.549972e-02  7.806774e-04 2.408507e-04
 3.203203e-02  1.616520e-02 -2.527080e-03 2.676998e-04
 3.303303e-02  1.421894e-02 -5.950636e-03 2.375883e-04
 3.403403e-02  9.899003e-03 -8.970121e-03 1.784533e-04
 3.503504e-02  3.822708e-03 -1.104438e-02 1.365913e-04
 3.603604e-02 -3.103262e-03 -1.170520e-02 1.466420e-04
 3.703704e-02 -9.817592e-03 -1.065200e-02 2.098503e-04
 3.803804e-02 -1.526393e-02 -7.828653e-03 2.942753e-04
 3.903904e-02 -1.855176e-02 -3.465956e-03 3.561805e-04
 4.004004e-02 -1.909486e-02  1.922064e-03 3.683081e-04
 4.104104e-02 -1.670681e-02  7.592357e-03 3.367615e-04
 4.204204e-02 -1.163906e-02  1.267291e-02 2.960703e-04
 4.304304e-02 -4.555272e-03  1.629539e-02 2.862901e-04
 4.404404e-02  3.555317e-03  1.774011e-02 3.273518e-04
 4.504505e-02  1.151435e-02  1.656938e-02 4.071245e-04
 4.604605e-02  1.812184e-02  1.272524e-02 4.903328e-04
 4.704705e-02  2.233162e-02  6.572340e-03 5.418971e-04
 4.804805e-02  2.340978e-02 -1.125589e-03 5.492846e-04
 4.904905e-02  2.105308e-02 -9.296574e-03 5.296586e-04
 5.005005e-02  1.544947e-02 -1.670822e-02 5.178509e-04
 5.105105e-02  7.269987e-03 -2.215214e-02 5.435699e-04
 5.205205e-02 -2.408824e-03 -2.463724e-02 6.127961e-04
 5.305305e-02 -1.224361e-02 -2.356126e-02 7.050386e-04
 5.405405e-02 -2.080658e-02 -1.883149e-02 7.875389e-04
 5.505506e-02 -2.678750e-02 -1.091272e-02 8.366576e-04
 5.605606e-02 -2.918732e-02 -7.904005e-04 8.525246e-04
 5.705706e-02 -2.747586e-02  1.014944e-02 8.579340e-04
 5.805806e-02 -2.168947e-02  2.030930e-02 8.829006e-04
 5.905906e-02 -1.245240e-02  2.811219e-02 9.453576e-04
 6.006006e-02 -9.152477e-04  3.224289e-02 1.040442e-03
 6.106106e-02  1.138441e-02  3.186151e-02 1.144761e-03
 6.206206e-02  2.272301e-02  2.675561e-02 1.232198e-03
 6.306306e-02  3.142800e-02  1.740480e-02 1.290646e-03
 6.406406e-02  3.611869e-02  4.944392e-03 1.329007e-03
 6.506507e-02  3.591710e-02 -8.970825e-03 1.370514e-03
 6.606607e-02  3.059724e-02 -2.238630e-02 1.437337e-03
 6.706707e-02  2.064882e-02 -3.332149e-02 1.536695e-03
 6.806807e-02  7.242353e-03 -4.005914e-02 1.657186e-03
