# x psi_r psi_i psi2 
 0.000000e+00  2.003921e-02 -6.573493e-02 4.722651e-03
 1.001001e-03  4.709154e-02 -6.119312e-02 5.962211e-03
 2.002002e-03  6.595777e-02 -4.896479e-02 6.747978e-03
 3.003003e-03  7.423112e-02 -3.131513e-02 6.490896e-03
 4.004004e-03  7.114574e-02 -1.105351e-02 5.183896e-03
 5.005005e-03  5.762348e-02  8.899026e-03 3.399659e-03
 6.006006e-03  3.607518e-02  2.592234e-02 1.973387e-03
 7.007007e-03  9.993972e-03  3.803263e-02 1.546361e-03
 8.008008e-03 -1.659305e-02  4.409891e-02 2.220044e-03
 9.009009e-03 -3.973083e-02  4.391935e-02 3.507448e-03
 1.001001e-02 -5.611034e-02  3.815833e-02 4.604429e-03
 1.101101e-02 -6.352889e-02  2.816584e-02 4.829235e-03
 1.201201e-02 -6.117409e-02  1.571613e-02 3.989265e-03
 1.301301e-02 -4.969646e-02  2.711790e-03 2.477092e-03
 1.401401e-02 -3.106743e-02 -9.099382e-03 1.047984e-03
 1.501502e-02 -8.250276e-03 -1.835367e-02 4.049241e-04
 1.601602e-02  1.526215e-02 -2.421752e-02 8.194216e-04
 1.701702e-02  3.597190e-02 -2.643690e-02 1.992888e-03
 1.801802e-02  5.088490e-02 -2.529259e-02 3.228988e-03
 1.901902e-02  5.793158e-02 -2.147902e-02 3.817416e-03
 2.002002e-02  5.624141e-02 -1.593489e-02 3.417017e-03
 2.102102e-02  4.623662e-02 -9.658625e-03 2.231114e-03
 2.202202e-02  2.953720e-02 -3.541623e-03 8.849895e-04
 2.302302e-02  8.696751e-03  1.754553e-03 7.871194e-05
 2.402402e-02 -1.318776e-02  5.860654e-03 2.082643e-04
 2.502503e-02 -3.293282e-02  8.697942e-03 1.160225e-03
 2.602603e-02 -4.772473e-02  1.042011e-02 2.386229e-03
 2.702703e-02 -5.551078e-02  1.131677e-02 3.209516e-03
 2.802803e-02 -5.527202e-02  1.170214e-02 3.191936e-03
 2.902903e-02 -4.714279e-02  1.181399e-02 2.362013e-03
 3.003003e-02 -3.236521e-02  1.174416e-02 1.185432e-03
 3.103103e-02 -1.309008e-02  1.141457e-02 3.016426e-04
 3.203203e-02  7.943021e-03  1.060300e-02 1.755152e-04
 3.303303e-02  2.779819e-02  9.012230e-03 8.539594e-04
 3.403403e-02  4.375158e-02  6.367208e-03 1.954742e-03
 3.503504e-02  5.365910e-02  2.518995e-03 2.885644e-03
 3.603604e-02  5.623439e-02 -2.467926e-03 3.168398e-03
 3.703704e-02  5.120253e-02 -8.265682e-03 2.690021e-03
 3.803804e-02  3.931289e-02 -1.428463e-02 1.749554e-03
 3.903904e-02  2.221456e-02 -1.973136e-02 8.828132e-04
 4.004004e-02  2.216096e-03 -2.371733e-02 5.674230e-04
 4.104104e-02 -1.803430e-02 -2.540229e-02 9.705124e-04
 4.204204e-02 -3.590277e-02 -2.414920e-02 1.872193e-03
